client type , rating , review title , review_content
desktop , 1 , Bọn của hàng tráo của mình mất cái áo thẻ ( đầu đọc thẻ kèm theo ) từ Samsung thành của Kingtons rẻ_tiền . ,
desktop , 4 , Hài_lòng , Hài_lòng . Sản_phẩm tốt
desktop , 5 , pretty nice product , good
androidApp , 5 , thẻ ok ,
mobile - app , 5 , " Giá rẻ , tốt " , Lazada lựa_chọn của tôi
androidApp , 5 , rất tốt , gói hàng kĩ .. tốt độ ổn_định .. đặt lần thứ 2 .. đang đặt lần nữa ..
androidApp , 5 , Năm sao , " "
mobile - app , 5 , Năm sao , Chuẩn . tốt và thực_tế
iosApp , 5 , Thẻ_nhớ 16 G , Chất_lượng sản_phẩm tốt .
androidApp , 5 , thẻ chính hãng , Hàng chính hãng . Xách tay Trung_Quốc nên giá tốt .
mobile , 4 , Hai long , Rẻ bảo_hành dài_hạn .
desktop , 5 , hàng OK , " "
androidApp , 5 , " thẻ dùng tốt , giao hàng nhanh " , " thẻ dùng tốt , giao hàng nhanh "
desktop , 4 , Thẻ_nhớ tại LZD , thẻ_nhớ 16 g dùng tốt
androidApp , 5 , San pham tot , " "
androidApp , 1 , thẻ_nhớ quá kém . sử_dụng đk ít ngày là hỏng . khuyên k nên mua ,
mobile , 5 , tốt , Sản_phẩm chất_lượng
desktop , 5 , ok , " Thẻ chính hãng , giá ok "
androidApp , 4 , " tốc_độ đọc ghi rất tốt , nhưng chưa biết độ bền ntn vì mới xài 😁😁😁 " ,
mobile , 5 , Tốt , Tốt .
desktop , 1 , thẻ_nhớ bị lỗi , " Thẻ_nhớ vẫn xem và copy phim , hình_ảnh được nhưng không xoá và format lại được . Thẻ này có được bảo_hành không vì mới xài khoản 4 tháng "
desktop , 3 , , Đã nhận hàng bao bì in toàn tiếng Trung sử dụng cho điện thoại quay_phim ở định dạng full HD tốt gắn vào camera ip hoạt động bình thường độ bền chờ thờigian mới biết
androidApp , 5 , " " , chính hãng tuyệt_vời
desktop , 5 , Thẻ chạy ổn_định , " "
desktop , 5 , Tốc_độ đọc ghi tốt , Sản_mphamr có tốc_độ đọc trung_bình 92 MB / s và tốc_độ ghi tối_đa lên đến 42 MB / s trên diệu kiện test 1 file nặng 6GB
desktop , 5 , Tốt , Giá rẻ là được : v
desktop , 5 , GOOD , GOOD
androidApp , 5 , hang ok ,
desktop , 5 , " đúng mẫu_mã , giao hàng nhanh " , thẻ tốc_độ nhanh
desktop , 5 , Như miêu_tả , Như miêu_tả
androidApp , 3 , " chỉ có 29,3 3G " ,
desktop , 5 , " " , dc
androidApp , 4 , , ok
androidApp , 5 , 5/5 ,
desktop , 3 , " " , " chất lượng ok "
androidApp , 5 , " " , .
androidApp , 4 , , " Giao hàng rất nhanh , chính hãng , giá_cả phù_hợp . Cảm_ơn Lazada và nhà_phân_phối sp . "
desktop , 4 , Mua 2 cái rồi , Ngon_lành cành đào
androidApp , 4 , Đã nhận , " Dung_lượng thực khá ngon Mới đầu sử_dụng cảm_thấy được lắm Về lâu_dài thì chưa biết Có 1 vấn_đề tôi hơi thắc_mắc rằng vỏ sản_phẩm là Trung_Quốc còn sản_phẩm lại ở Philipin "
desktop , 4 , " Ngon rẻ , dùng được mấy ngày , đáp_ứng nhu_cầu copy " , good giá cho class 10
androidApp , 1 , ko như quảng_cáo cho 1 * ,
desktop , 4 , ổn định , " tốt , hài lòng . "
androidApp , 4 , Uy_tín ,
mobile , 5 , Ok , Mỗi nhân thấy ok
androidApp , 5 , hi ,
mobile - app , 5 , Được , " Mua 130k . Dùng 1 2 lần chưa biết độ bền thế_nào . Bao_bọc kĩ . Cảm_ơn lazada "
androidApp , 5 , Good ,
androidApp , 4 , Thẻ_nhớ , " Gửi hàng nhanh . Chất_lượng mới nhận chưa biết . Góp_ý , nên liên_hệ trước khi gửi hàng . "
androidApp , 4 , , good
mobile - app , 5 , Tốt , " "
androidApp , 5 , uh , ok
mobile - app , 5 , Ok , Đc 15.2 G khá tốt
desktop , 4 , ok ,
desktop , 5 , Nhật xet San pham , Gia tot.san pham tot
androidApp , 5 , , thẻ dùng tốt
desktop , 5 , San pham dung nhu_mo ta , Su dung binh thuong
desktop , 5 , Tốt , " Tôi đã mua 4,5 lần rồi . Các loại thẻ_nhớ của nhà bán này chất_lượng rất tốt "
desktop , 3 , thẻ_nhớ 16GB Class10 Team_Group INC Micro SDHC ( Đen ) - Chính hãng , san pham dung_duoc
desktop , 5 , " Thẻ nhớ chất_lượng , cho 5 sao ! " ,
desktop , 5 , toy , san_pham qua tốt
desktop , 5 , First time online shopping , This is my first time to use online shopping in vietnam . The_frequent e - mail notice according to the process was very good . The package was well enough to send micro SD from HCM to Hanoi . The product is the same as what I purchased in Japan .
desktop , 4 , " " , sản_phẩm tốt
androidApp , 5 , dung hang chinh hãng . nhung bao hanh sau nay yhi ko biet , tot
desktop , 5 , " " , " Rẻ , dùng tốt "
androidApp , 4 , ok ,
mobile , 5 , " " , Rất hài_lòng
androidApp , 5 , thẻ_nhớ rất tốt đã mua cái thứ 2 và usb 32gb . sẽ tiếp_tục ủng_hộ ,
desktop , 4 , " " , rất hài_lòng
desktop , 5 , dùng ổn . ,
desktop , 5 , sp tốt , sp không lỗi
androidApp , 5 , san pham sử_dụng tốt , " su dung tốt , giao hàng nhanh_chóng "
mobile - app , 5 , " Đã nhận hàng , tốt " , Rẻ và tốt .
androidApp , 5 , " tốt , độ bền chờ thời_gian " ,
mobile - app , 5 , Tốt ... tui dánh giá bao dảm ... tui quan 12 , Fb phát_lưu
androidApp , 5 , " thẻ nhìn bé thật , lỡ tay rớt là mất cả thanh_xuân để tìm " ,
desktop , 5 , chuẩn_ok , ngon_bổ rẻ
desktop , 5 , Thẻ_nhớ sử_dụng tốt , " Giao hàng nhanh_chóng , thẻ sử_dụng tốt "
mobile - app , 5 , Tốt , Dùng được
androidApp , 5 , sản_phẩm đúng như quảng_cáo , dùng cho camera khá ok . lâu_dài thì chưa biết . dùng time rồi thông_báo sau
mobile - app , 3 , Tam_dc , Giá hơi cao
androidApp , 4 , Sản_phẩm ổn_định , " Đúng sản_phẩm , dung_lượng khả_dụng 29GB . Trên thẻ ghi Made in Philippine nhưng trên vỏ ghi Made in China . Độ bền thì chờ thời_gian sử_dụng . "
mobile - app , 5 , Ok , Xài tốt
iosApp , 5 , " Hàng ngon , tuy không có Adapter SD " , " Đúng như mô_tả , đóng_gói lịch_sự . Có dán tem bảo_hành đầy_đủ , tuy_nhiên mình không hiểu dán để làm gì . "
desktop , 5 , tốt , rất tốt
mobile - app , 5 , " Goody - SP okay , giao hàng nhanh . Nhưng dung_lượng không thực_tế " ,
mobile - app , 5 , Năm sao , Hài_lòng
mobile - app , 5 , Tot , " "
androidApp , 4 , , sản_phẩm dùng tốt
mobile - app , 5 , Ok , Dùng ổn
androidApp , 5 , " " ,
desktop , 5 , Good , nên mua
androidApp , 3 , " vỏ , bao_bì của sản_phẩm toàn tiếng tàu . nghi_ngại quá . " , hàng tàu khựa . mua 3 cái mà thấy toàn chữ tàu ngại quá
desktop , 3 , Thẻ_nhớ , được
androidApp , 5 , " đóng_gói đẹp , sản_phẩm chuẩn của samsung . tốc_độ write thì chuẩn khoảng 22 MB / s nhưng tốc_độ read thì chỉ được khoảng 45 MB / s thôi . " ,
mobile - app , 4 , Tot , Dung_ok
desktop , 5 , " Nói_chung dùng tốt , gắn cho camera ok , bữa mua phải thẻ nhớ giả xài camera ko dc " ,
desktop , 4 , " " , so_good
iosApp , 5 , Thẻ_nhớ tôt hàng chinh hãng ,
desktop , 5 , " " , Tốt !
iosApp , 5 , Tốt . chất_lượng 5sao ,
desktop , 4 , " " , tốt
androidApp , 4 , dùng đuợc , thẻ có tem mác đầy_đủ tuy_nhiên có_vẻ tốc_độ chậm ko đc muợt như Kingston
mobile - app , 5 , Năm sao , Tốt
androidApp , 5 , ok ,
iosApp , 5 , " " , tốt
androidApp , 5 , giao hàn cực nhanh ... không biết chất_lượng thế_nào ... nhưng thấy bảo_hành 5 năm củng yên_tâm ,
desktop , 4 , Tốt , Tốt
iosApp , 5 , Gắn vào thấy sử_dụng dc nhưng xài lâu_dài thì chua bk sao nhưng rất hài_lòng giao hàng nhanh bao_bì gói cẩn_thận ,
desktop , 4 , " " , tốt
iosApp , 5 , K phàn_nàn j cả ,
desktop , 5 , " " , Tốt
androidApp , 5 , tốt , Đúng hàng samsung thật !
mobile - app , 5 , Năm sao , tốt
androidApp , 5 , " Nhanh , gọn , nhẹ " , " Giao hàng nhanh , hàng đúng giới_thiệu , tốc_độ đang test , nhưng ngon ! Đáng mua ! "
mobile - app , 5 , Năm sao , tốt
mobile - app , 5 , Sản_phẩm ok , " Giao hàng hơi lâu , sản_phẩm đúng hình . Chất_lượng ok "
mobile - app , 5 , Good , Good
androidApp , 4 , " thẻ tốt , dùng 1 thời_gian xem sao rồi cho 5 sao " ,
desktop , 5 , " " , good
androidApp , 4 , Giao hàng nhanh , Sử_dụng chưa có vấn_đề gì
mobile , 5 , " " , " Ok "
androidApp , 4 , kha on ,
androidApp , 5 , " " , good
desktop , 5 , San pham tot ,
mobile , 4 , Giao hàng o_dung , Tệ
androidApp , 4 , Thẻ xài OK ,
mobile , 5 , xài tốt , good
iosApp , 3 , Hàng đã bị rạch k còn nguyên seal ,
desktop , 2 , Thẻ_nhớ , Kém
androidApp , 5 , Nice ,
desktop , 4 , ok , ok
desktop , 5 , ok , " ok giao hàng đúng miêu_tả . đống gói sản_phẩm tốt . 5 sao nhé . "
desktop , 3 , " " , OK
desktop , 1 , Chắc_chắn ko phải chinh hang . Dóng gói quá tệ . Chat luọng đáng bàn . ,
desktop , 4 , " " , OK
androidApp , 5 , , " Thẻ Philippines làm , bao bì Trung Quốc , mã vạch thì Hàn Quốc , chắc là theo yêu cầu công_ty mẹ . Check thử tốc độ ghi và đọc 4GB đầu thấy ổn , giao hàng nhanh , đánh giá 5 ★ để phát huy . Thấy Samsung đề bảo hành tới 10 năm lận . Chắc lúc đó không còn thẻ 32G B. "
mobile , 4 , " " , Ok
androidApp , 5 , Rất tốt , Tôi rất vừa_ý . Cảm_ơn Viễn_thông Sài_gòn . Tôi hay mua Usb 32 Gb của các Bạn . Tôi thích nói đúng và rõ_ràng . Cảm_ơn Thẻ_nhớ Sansung_China dùng rất ok . Cho vào máy Ss J7 2016 cho người Thân dùng rất tốt . Cảm_ơn Lazada và Viễn_thông . sẽ tiếp_tục mua Usb và thẻ_nhớ ... của các Bạn ...
desktop , 3 , tam dc , dc
androidApp , 5 , ok ,
desktop , 4 , Xài được chua biết thế_nào ,
desktop , 5 , Rất tốt , Luôn tin_tưởng lazada
mobile - app , 5 , Quá tốt so với giá , " "
androidApp , 5 , , " ok ! giao hàng nhanh , trước 1 ngày so với dự_kiến . test sản_phẩm đúng dung_lượng . nói_chung lag ok "
desktop , 5 , tốt ,
desktop , 5 , Thẻ_nhớ tốt , " Giá tốt , đang dùng bình_thường . "
desktop , 5 , , " chất_lượng tốt , rẻ "
androidApp , 5 , , rất ok
desktop , 5 , , thẻ nhơ ok đê time nưa xem sao trước_mắt tôt
androidApp , 5 , quá nhanh , qua nguy_hiểm
desktop , 5 , Hàng tốt , Hàng tốt
androidApp , 5 , tốt ,
desktop , 5 , Samsung EVO Plus 32GB 95 MB / s , - Đã sử_dụng 1 tuần chất_lượng ổn - Độ bền chờ thời_gian ... đánh_giá - Tốc_độ như mô_tả .
mobile - app , 4 , Good ! , " "
mobile , 5 , Sản_phẩm đúng mô_tả . , " Mới dùng thấy tốt . Down , up nhanh . "
mobile - app , 5 , Dùng tốt , " "
desktop , 5 , Hàng chuẩn ok ,
mobile - app , 4 , Bốn sao , " "
androidApp , 4 , sản_phẩm giống như Ảnh mẫu . , quét mã_vạch thì đúng sản_phẩm . còn chất_lượng thì chưa kiểm trứng được .
mobile - app , 5 , Năm sao , " "
iosApp , 4 , Toàn chữ Trung_Quốc thôi , Made in China
desktop , 4 , " Chất lượng tốt , giao hàng nhanh " , " "
androidApp , 5 , nhận hàng ok chất_lượng xem thời_gian ủng_hộ shop ,
androidApp , 5 , " thể nhớ này mua chưa được 1 tháng mà đã hư rồi " ,
desktop , 1 , " the nho mua ve xai duoc vai thang bi hu khong_doc_duoc_muon_doi_lai_cai_khac " , the nho mua ve xai duoc vai thang bi hu khong_doc_duoc_muon_doi_lai_cai_khac
mobile - app , 4 , Bốn sao , " "
androidApp , 4 , tốt ,
mobile - app , 4 , giá mềm dùng đc , " "
androidApp , 4 , " " , " thẻ có 29,8 G thôi "
androidApp , 3 , thẻ_nhớ ko đủ dung_lượng 16gb ,
mobile - app , 4 , Godd , " "
androidApp , 5 , , tot
mobile - app , 5 , Năm sao , " "
mobile - app , 5 , Tốt ... giao hàng đúng time , " "
desktop , 1,2 tháng hư , Gắn điện_thoại xài được 2 thág đã hư . Mất bao_nhiêu là hình quan_trọng và kỉ_niệm
desktop , 4 , Ổn , " "
mobile - app , 3 , Ba sao , " "
mobile - app , 4 , Bốn sao , " "
mobile - app , 5 , Tốt , " "
androidApp , 5 , Mới nhận hàng nên chưa đánh_giá được . Mạnh_dạn cho 5 sao ,
mobile - app , 4 , Bốn sao , " "
mobile - app , 3 , Dc , " "
desktop , 5 , Cách tính dung_lượng USB - Thẻ_nhớ - Ổ cứng , " Cách tính dung_lượng Thẻ_nhớ , USB , ổ_cứng : Tất_cả các ổ cứng , thẻ_nhớ , USB hiện_nay đều có dung_lượng thấp hơn so với mức công_bố ghi trên bao_bì nguyên_nhân chủ_yếu là do chênh_lệch giữa cách quy_đổi dung_lượng giữa máy_vi_tính và nhà_sản_xuất . Các máy_vi_tính quy_đổi theo hệ nhị phân 1Gb = 1024Mb = 1024x1024x1024 bit trong khi nhà_sản_xuất làm_tròn 1GB = 1000MB = 1.000.000.000 bit . Vì_thế , bạn có_thể làm phép_tính quy_đổi Ổ cứng 1TB : 1000 x1000 x 1000/1024 x1024x1024 = 931GB Với cách tính trên thì : USB 8GB hiển_thị trên máy_tính khoảng 7.45 GB USB 16GB hiển_thị trên máy_tính khoản 14.9 GB USB 64GB hiển_thị trên máy_tính khoản 59.6 GB Ổ cứng 1TB : 1000 x1000 x 1000/1024 x1024x1024 = 931GB Ổ cứng 1TB : 1000 x1000 x 1000/1024 x1024x1024 = 1862GB Ngoài_ra , các nhà_sản_xuất còn có_thể dành một phần nhỏ bộ_nhớ để chứa các file khởi_động hoặc kết_nối với máy_tính được thuận_tiện hơn . Và các file này hoàn_toàn bị ẩn và không_thể xoá dù bạn format "
desktop , 5 , Cách tính dung_lượng USB - Thẻ_nhớ - Ổ cứng , " Cho bạn nào chưa hiểu cách tính dung_lượng ổ_cứng , USB , thẻ_nhớ thì đọc thêm : Tất_cả các ổ cứng , thẻ_nhớ , USB hiện_nay đều có dung_lượng thấp hơn so với mức công_bố ghi trên bao_bì nguyên_nhân chủ_yếu là do chênh_lệch giữa cách quy_đổi dung_lượng giữa máy_vi_tính và nhà_sản_xuất . Các máy_vi_tính quy_đổi theo hệ nhị phân 1Gb = 1024Mb = 1024x1024x1024 bit trong khi nhà_sản_xuất làm_tròn 1GB = 1000MB = 1.000.000.000 bit . Vì_thế , bạn có_thể làm phép_tính quy_đổi Ổ cứng 1TB : 1000 x1000 x 1000/1024 x1024x1024 = 931GB Với cách tính trên thì : USB 8GB hiển_thị trên máy_tính khoảng 7.45 GB USB 16GB hiển_thị trên máy_tính khoản 14.9 GB USB 64GB hiển_thị trên máy_tính khoản 59.6 GB Ổ cứng 1TB : 1000 x1000 x 1000/1024 x1024x1024 = 931GB Ổ cứng 1TB : 1000 x1000 x 1000/1024 x1024x1024 = 1862GB Ngoài_ra , các nhà_sản_xuất còn có_thể dành một phần nhỏ bộ_nhớ để chứa các file khởi_động hoặc kết_nối với máy_tính được thuận_tiện hơn . Và các file này hoàn_toàn bị ẩn và không_thể xoá dù bạn format . "
iosApp , 5 , Good , " Không lầm khi mua thẻ này . xài cho camera hành_trình để ngày_đêm , chất_lượng quá tốt "
mobile - app , 5 , Rẻ và tốt , " Nhập mã xong thì còn 120k . Tính ra khá rẻ . Test tốc_độ Đọc 19.88 MB / s , Ghi 10.97 MB / s . Hi_vọng dùng 1 thời_gian vẫn ko giảm . "
mobile - app , 5 , Tốt rẻ , " Dùng mấy tháng nay thấy khá ổn , tốc_độ đọc ghi nhanh ổn_định . "
mobile , 5 , " " , Đúng sản phẩm đúng thời gian giao dich good
desktop , 5 , hoàn_toàn hài_lòng , " Hoàn_toàn hài_lòng về sản_phẩm này , đặc_biệt là có thắc_mắc đc giải_đáp nhiệt_tình "
desktop , 5 , Tuyệt_vời , " tôi rất hài_lòng khi mua sản_phẩm này tại lazada , với dịch_vụ lazada express tôi đã nhận được hàng rất nhanh_chóng , hàng được đóng_gói tỉ_mỉ cẩn_thận rất tốt , rất hài_lòng ! "
mobile , 5 , Rat tot , " The nhớ tốt giá rẻ luc mh mua 73k.chep du_lieu nhanh_chóng , còn việc the nhớ có bền_ko thì_phải su_dụng lâu mới biết được . Tóm_lại mh rat hai_lòng về sản_phẩm . "
desktop , 5 , " " , " Số mình hơi hên , ngay hôm cần mua thẻ nhớ lướt Lazada thì gặp ngay em nó giảm_giá , mua ngay và luôn . Khuyên luôn mấy bạn lỡ mua thì mua luôn 8Gb trở lên xài cho thoải_mái . "
mobile - app , 4,4 sao , Tôi ko quan_tâm đến chất_lượng lắm nhưng sử_dụng đến giờ vẫn chưa có hư_hỏng gì
desktop , 4 , " " , " Tốt , tôi đang dùng thẻ 16G vầ 32G mua tại LAZADA rất tuyệt_vời . mọi nhà có cần lên mua tại LAZADA , hàng ở đây rất bảo_đảm , tôi thấy tốt lắm , cảm_ơn . "
mobile , 4 , Ok , " Lazada giao hàng nhanh , đúng hẹn , sản phẩm đúng theo hình uảng cáo sài rất ok . Cám ơn Lazada "
mobile , 4 , Thẻ_nhớ 16 g , " Mua 4 chiếc thẻ_nhớ , nhưng bị lỗi 1 chiếc ( bỏ vào máy_tính hay điện_thoại cứ bắt fomat liên_tục , bỏ vào camera ghi_hình không dược , khi fomat thì báo lõi k fomat được ) , còn lại 3 chiếc thẻ sử_dụng bình_thường . "
mobile , 3 , The nho 16gb clas 10 , " San pham goi can than , tai file nhac , phim ve the nho toc do binh_thuong , giao hang nhanh nhung phat sinh phi can uy tan hon nua "
mobile - app , 5 , Thẻ nhớ lưu trữ thông_tjn , " Thật tuyệt khj có 1 không_gian lớn lưu trữ thông_tin cho mình . , . Dễ dàng quản lý thư mục trên điện thoại "
mobile - app , 4 , Tôt , " Hang duoc dao rối rắc ki Rat hai long "
desktop , 4 , Giá tốt , " Mua hộ bạn 2 cái , test tạm ổn vì không bằng thẻ mình đang xài . Tốc_độ đọc được 17 M / s , ghi được 9,6 m/s . So với mức giá này dùng được . như vầy là khá tốt ! "
desktop , 5 , Tuyệt , " Thẻ nhớ giá rẻ , chất_lượng ok , có vỉ rất đẹp ko như hàng ngoài có mỗi cái thẻ Bảo hành_chính hãng good "
desktop , 5 , Tốt , " Thẻ nhớ chính hãng , nhìn khác hẳn hàng ngoài xách tay , đc đóng_gói cẩn_thận Lưu_trữ , dùng tốt , bảo_hành 5 năm cũng yên_tâm "
desktop , 5 , " " , " Hàng chính hãng bảo_hành tận 5 năm nên mình yên_tâm lắm . Xài điện_thoại lâu nên máy nóng là bình_thường , nhưng cũng vì vậy_mà sợ mấy cái thẻ_nhớ bị hư , mình bị một lần rồi . Giờ may_mà mua em này , cam_kết hoạt_động trong điều_kiện khắc_nghiệt nên cũng yên_tâm hơn : D "
mobile - app , 3 , Tạm đc , Đóng_gói sơ_sài quá . Hy_vọng là sẽ kỹ_lưỡng hơn . Chất_lượng thì chờ thời_gian . Cho 3 sao nhé
mobile - app , 3 , Tạm tạm , " Ko hiểu sao mở ảnh có 3-5 mb mà nó phải load nữa ( khoảng 1-2 s ) . Chất_lượng chắc ổn .... "
mobile - app , 5 , Thẻ_nhớ 16G team class 10 , " Thẻ_nhớ tốt , sd ok , lắp vào camera hay điện_thoại không bị lỗi như những sản_phẩm cùng loại khác . Cho 5 sao , sp tốt ngoài mong_đợi , nhưng giá tiền vẫn hơi cao so với sp cùng loại . "
mobile - app , 5 , " Ok , nuột " , Giúp cho mình dễ dàng quản lý file riêng nhanh gọn gàngg
mobile , 5 , Thẻ_nhớ , Thẻ_nhớ tốt . Chuyển đúng thời_hạn . Lúc tôi mua 89 k chuyển tiết_kiệm
mobile , 3 , Cũng được , Mới sài đc vài ngày nhưng chắc là ok thôi . Có_điều chỉ có 14g mà thôi
mobile , 4 , Thẻ_nhớ tốt , " Sản_phẩm thẻ_nhớ 16G chất_lượng và giá_cả hợp_lý , sử dùng tốt . "
mobile - app , 5 , Tốt , Giao hàng nhanh . sản phẩm phải dùng thử mới biết
mobile - app , 5 , Sản_phẩm đúng tốt , Mình dùng mấy tháng rồi ko thấy vấn_đề gì . thẻ đọc nhanh ghi nhanh .
mobile , 5 , Đang dùng thử , " Đang dùng bình_thường , hi_vọng sẽ bền và bảo_hành đúng như đã nói "
mobile - app , 3 , Thẻ_nhớ teamgroup 16 gb , Xài ok nhưng gắn vào camera ko nhận . Rất tiếc về điều này
desktop , 5 , Tốt , sản_phẩm tốt . Lazada giao hàng nhanh_chóng . cảm_ơn lazada .
mobile - app , 5 , Qua re , Tốc_độ ghi 12 m/s tốt rẻ so vs thị_trường . đáng mua
mobile - app , 4 , Moi su dung , " Chua biết duoc chat lượng ra sao , phai sd thoi_gian moi biet "
mobile , 5 , " " , Dùng không gặp vấn_đề gì sảy ra . 2 tháng rùi ok .
mobile , 4 , thẻ_nhớ 16GB Class 10 Team_MicroDHC ( Đen ) , " Không đủ dung_lượng 16GB , vào msys chỉ có 14,76 GB "
mobile - app , 4 , Bốn sao , Giao hành nhanh . Mới dùng và thấy tạm ổn !
mobile , 3 , đánh_giá sản_phẩm , Tôi hài_lòng về sản_phẩm đã mua o_lazada
desktop , 5 , THẺ TỐT , THẺ_TỐT NHƯ QUẢNG_CÁO
mobile , 3 , " " , Thẻ_nhớ gắn vào sam sung j7 pro đc ko ạ
desktop , 5 , Thẻ tốt , " Giá tốt , thẻ_nhớ chuẩn về tốc_độ "
mobile , 4 , " " , Cảm_ơn a . T rất hài_lòng nhé . Very_good
mobile - app , 4 , Ổn nhưng giá hơi cao , " Giảm_giá đc thì tốt , mình mua nhiều "
desktop , 5 , xài ok , " "
mobile - app , 5 , Tốt , Sản_phẩm tốt vs mức giá cực rẻ
desktop , 5 , Tốt , " Tốt , giao hàng nhanh và thân_thiện "
desktop , 3 , " " , " nhân_viên giao hàng thân_thiện , giao hàng sớm . Nhưng trên bao_bì nói 16G mà khi lấy vào máy chỉ có 14G tôi không hiểu . "
mobile , 5 , Tốt , " Rẻ và Tốt , tiếp_tục phát_huy "
mobile - app , 5 , Tốt , " Sản_phẩm dùng tốt , giá rẻ "
mobile , 3 , Sản_phẩm , Tôi hài_lòng về sản_phẩm
desktop , 5 , ngon , " dất tốt , chuẩn tốc_độ "
mobile , 5 , Thẻ chuẩn , Rẻ nhưng chất_lượng OK
mobile , 5 , tốt , Giá quá rẻ hàng lại êm
desktop , 5 , Tot , Dung tot chua thay van de_gi
mobile - app , 5 , Tốt , Không có gì phải chê .
mobile - app , 5 , Tốt , Được 15GB là ok rồi
mobile , 5 , đc , Đc so với giá_thành .
mobile , 5 , thẻ_nhớ tốt rẻ , Thẻ_nhớ tốt rẻ
desktop , 5 , Tốt , " Tốt , hài_lòng "
mobile , 5 , " " , Dong goi can than
mobile , 3 , " " , Cũng được
mobile , 4 , " " , San pham tot .
desktop , 5 , Tốt , thể tốt
mobile - app , 4 , Ok , Hàng tốt
mobile - app , 5 , Rat tot , Hai long
desktop , 5 , " " , Tốt
mobile , 4 , " " , Tốt
mobile , 4 , đánh_giá , Tốt
mobile , 4 , " " , Tốt
mobile , 4 , " " , Tốt
mobile , 3 , " " , 5 sao
mobile , 4 , " " , Tốt
mobile , 4 , tốt , Tốt
mobile , 4 , " " , Tốt
mobile - app , 5 , Oke lắm , Tốt
desktop , 5 , " " , OKIE
mobile , 3 , " " , Tot
desktop , 3 , dc , đc
mobile - app , 5 , Tot , Tot
mobile - app , 3 , Thẻ này cài cho đt samsung j7 prime đc k ạ , Đt
mobile , 5 , " " , Ok
desktop , 5 , " " , OK
mobile - app , 5 , Ok , Ok
desktop , 4 , Tạm ổn , " đánh_giá cảm_quang thì thấy ok ! vua chep nhac cho chay thử ! chua dùng lâu_dài nên chưa biết chất luong ! nếu đúng hàng của Team thì giá 99k thì chấp_nhận đc ! copy 1 . 5G nhạc cũng thấy nhanh Tem bảo_hành dán k chắc_chắn lắm ! chỉ ngại sau_này k đc bảo_hành vì cái tem bao_hành đó "
androidApp , 5 , tốt , đúng như mô_tả
mobile - app , 5 , Năm sao , " "
androidApp , 4 , Giao hàng nhanh , xài dc cho camera ip
desktop , 5 , Sản phẩm tuyệt vời , " Chiều nay mới nhận Thẻ nhớ 16GB Class10 Team_Group INC Micro SDHC , sử dụng vô cùng hài lòng , tốc độ đọc và ghi cực kỳ nhanh . Đây là sản phẩm thứ hai mình mua thêm sau khi đã xài sản phẩm này . Giá cả cực kỳ mềm , chất lượng sản phẩm quá tốt . Xin cảm ơn Cty Viễn thông ( nhà bán hàng ) và cảm ơn Lazada . "
androidApp , 3 , tam ổn , " ghi châm , u 1 "
androidApp , 5 , , " tốt , chạy nhanh , đúng dung_lượng "
mobile , 5 , Thẻ_nhớ 16G , " Tốt , sản_phẩm rất tốt "
androidApp , 5 , Good , " Chất_lượng , giao hàng cực nhanh "
androidApp , 3 , Giao hàng nhanh , " có hộp hẳn_hoi , ko như 1 số thẻ trần . "
desktop , 5 , " tốt , tốc_độ đọc test được tầm 50-60 mb / s " ,
androidApp , 5 , , ok_good
mobile - app , 4 , Bốn sao , " "
androidApp , 5 , thẻ_nhớ 26 G , " thẻ_nhớ tốt , lắp cho camera ip ổn_định , tôi đã mua nhiều loại thẻ_nhớ rồi nhưng chỉ có hãng team này là ok nhất . cho 5 * "
androidApp , 5 , tốt , hàng chuẩn
androidApp , 5 , dùng tốt , tốt
iosApp , 5 , Bảo_hành 5năm luôn hả . Mình phải mua thôi , " "
androidApp , 5 , tốt ,
mobile - app , 5 , Tốt , " "
androidApp , 5 , " sp dung ok shop uy_tinh , gia_lai re shop phat_huy mua nhe " ,
desktop , 5 , OK , " Hàng lỗi gởi công_ty thì được nhận cái mới . Cảm_ơn shop . "
androidApp , 5 , Sản_phẩm tốt , chất_lượng ok . hàng xịn
desktop , 5 , " Hàng tốt , tốc_độ chép thẻ nhanh " ,
androidApp , 5 , xài dc 1 tháng khá ưng_ý , xài cũng tốt chưa thấy lỗi gì
desktop , 5 , the nho 16 g , " hang xai ok tot "
desktop , 5 , tốt , " sản_phẩm dong goi cẩn than , chac chắn .. đẹp chất luong san pham dung nhu quảng_cáo .. giá_cả quá tốt < 3 "
desktop , 4 , hàng tốt , " ngon , rẻ "
androidApp , 5 , " chất_lượng tốt , quay full hd vô_tư " ,
mobile , 5 , , Sản_phẩm tốt trong tầm_giá
iosApp , 4 , " chỉ 14,64 GB " ,
androidApp , 5 , ok , " dùng tốt . bao bì đóng gói kỉ , đẹp . ủng hộ 5s ao "
androidApp , 5 , , " Hàng chuẩn như hình , giao hàng nhanh , còn chất_lượng thì để sau_này mới rõ , chứ cho 5 * đã ròi tính sau 😁 "
androidApp , 5 , , " Giao hàng nhanh , đúng thông_tin , chờ độ bền "
desktop , 5 , Good , ngon bổ rẻ
androidApp , 4 , Giao nhanh , đã mua 3 chiếc cho camera ip vstarcam đều tốt
androidApp , 5 , thẻ_nhớ 16 G , hoạt_động rất tốt và ổn điịnh trên camera
mobile - app , 5 , Năm sao , " "
